ticket_id,customer_id,opened_at,resolved_at,priority,category,satisfaction_score
TICKET-CUST-00760-1,CUST-00760,2026-02-25 00:00:00+00:00,2026-02-26 14:29:58.488643201+00:00,low,billing,2.8
TICKET-CUST-00760-2,CUST-00760,2026-01-24 00:00:00+00:00,2026-01-26 01:15:16.655573936+00:00,low,general,3.5
TICKET-CUST-00761-0,CUST-00761,2026-04-07 00:00:00+00:00,2026-04-08 06:10:01.993633855+00:00,low,billing,3.0
TICKET-CUST-00762-0,CUST-00762,2026-02-02 00:00:00+00:00,2026-02-03 14:04:22.212024870+00:00,medium,billing,2.8
TICKET-CUST-00762-1,CUST-00762,2026-03-12 00:00:00+00:00,2026-03-14 01:10:18.082517532+00:00,low,billing,2.1
TICKET-CUST-00763-0,CUST-00763,2026-04-13 00:00:00+00:00,2026-04-14 07:45:11.430862734+00:00,medium,bug,3.9
TICKET-CUST-00764-0,CUST-00764,2026-01-23 00:00:00+00:00,2026-01-24 20:14:42.281553979+00:00,low,general,4.2
TICKET-CUST-00764-1,CUST-00764,2026-03-27 00:00:00+00:00,2026-03-27 21:46:51.083191456+00:00,medium,general,3.4
TICKET-CUST-00764-2,CUST-00764,2026-04-09 00:00:00+00:00,2026-04-10 02:10:56.767392795+00:00,medium,bug,3.6
TICKET-CUST-00764-3,CUST-00764,2026-04-13 00:00:00+00:00,2026-04-13 20:44:36.829807019+00:00,low,general,2.7
TICKET-CUST-00765-0,CUST-00765,2026-02-13 00:00:00+00:00,2026-02-14 07:28:05.161117817+00:00,medium,training,3.0
TICKET-CUST-00765-1,CUST-00765,2026-02-07 00:00:00+00:00,2026-02-08 15:10:03.790913362+00:00,low,training,3.0
TICKET-CUST-00765-2,CUST-00765,2026-02-18 00:00:00+00:00,2026-02-19 11:02:05.864237575+00:00,low,bug,3.4
TICKET-CUST-00769-0,CUST-00769,2026-02-18 00:00:00+00:00,2026-02-19 09:35:49.266405584+00:00,high,billing,2.6
TICKET-CUST-00771-0,CUST-00771,2026-02-24 00:00:00+00:00,2026-02-25 20:52:28.741009375+00:00,low,training,1.0
TICKET-CUST-00772-0,CUST-00772,2026-01-28 00:00:00+00:00,2026-01-29 20:07:05.897183178+00:00,medium,general,2.9
TICKET-CUST-00773-0,CUST-00773,2026-04-07 00:00:00+00:00,2026-04-08 17:49:40.358736091+00:00,low,general,3.9
TICKET-CUST-00773-1,CUST-00773,2026-02-19 00:00:00+00:00,2026-02-20 10:58:33.112298887+00:00,low,general,3.5
TICKET-CUST-00775-0,CUST-00775,2026-03-28 00:00:00+00:00,2026-03-29 12:44:49.887921723+00:00,low,general,3.0
TICKET-CUST-00776-0,CUST-00776,2026-02-20 00:00:00+00:00,2026-02-20 17:17:48.469704417+00:00,medium,training,4.0
TICKET-CUST-00777-0,CUST-00777,2026-04-10 00:00:00+00:00,2026-04-12 03:48:36.158524830+00:00,low,bug,4.3
TICKET-CUST-00778-0,CUST-00778,2026-03-13 00:00:00+00:00,2026-03-14 15:16:05.339986162+00:00,high,billing,2.9
TICKET-CUST-00778-1,CUST-00778,2026-03-16 00:00:00+00:00,2026-03-17 10:41:35.670121315+00:00,low,bug,4.4
TICKET-CUST-00778-2,CUST-00778,2026-04-12 00:00:00+00:00,2026-04-13 15:58:05.404075856+00:00,low,general,2.3
TICKET-CUST-00779-0,CUST-00779,2026-04-14 00:00:00+00:00,2026-04-15 19:17:06.250222447+00:00,low,bug,2.2
TICKET-CUST-00779-1,CUST-00779,2026-03-17 00:00:00+00:00,2026-03-18 12:23:21.639554268+00:00,medium,billing,3.7
TICKET-CUST-00780-0,CUST-00780,2026-03-10 00:00:00+00:00,2026-03-10 22:20:56.789164441+00:00,medium,billing,3.1
TICKET-CUST-00782-0,CUST-00782,2026-04-19 00:00:00+00:00,2026-04-20 10:39:31.885734986+00:00,high,general,3.0
TICKET-CUST-00785-0,CUST-00785,2026-03-21 00:00:00+00:00,2026-03-22 07:31:50.503407051+00:00,low,training,5.0
TICKET-CUST-00785-1,CUST-00785,2026-02-22 00:00:00+00:00,2026-02-23 13:17:07.281367273+00:00,medium,training,3.9
TICKET-CUST-00786-0,CUST-00786,2026-02-21 00:00:00+00:00,2026-02-22 02:45:34.173450432+00:00,low,general,3.5
TICKET-CUST-00786-1,CUST-00786,2026-02-17 00:00:00+00:00,2026-02-18 19:44:28.150810397+00:00,low,billing,2.1
TICKET-CUST-00789-0,CUST-00789,2026-03-09 00:00:00+00:00,2026-03-10 17:48:53.098243714+00:00,low,bug,2.8
TICKET-CUST-00792-0,CUST-00792,2026-02-22 00:00:00+00:00,2026-02-23 14:49:01.597798066+00:00,low,training,3.4
TICKET-CUST-00792-1,CUST-00792,2026-02-07 00:00:00+00:00,2026-02-09 01:22:22.604546676+00:00,high,general,4.1
TICKET-CUST-00793-0,CUST-00793,2026-02-18 00:00:00+00:00,2026-02-18 22:07:35.739610713+00:00,low,training,3.8
TICKET-CUST-00794-0,CUST-00794,2026-04-11 00:00:00+00:00,2026-04-12 18:25:23.908593069+00:00,low,bug,1.3
TICKET-CUST-00796-0,CUST-00796,2026-02-05 00:00:00+00:00,2026-02-07 04:32:17.636842002+00:00,low,bug,3.1
TICKET-CUST-00796-1,CUST-00796,2026-04-06 00:00:00+00:00,2026-04-07 04:46:44.788992491+00:00,medium,bug,2.9
TICKET-CUST-00797-0,CUST-00797,2026-03-29 00:00:00+00:00,2026-03-30 06:16:34.521680624+00:00,low,billing,3.5
TICKET-CUST-00798-0,CUST-00798,2026-03-21 00:00:00+00:00,2026-03-22 23:18:47.868369303+00:00,low,billing,3.0
TICKET-CUST-00798-1,CUST-00798,2026-01-27 00:00:00+00:00,2026-01-28 14:34:51.844683107+00:00,medium,billing,2.6
TICKET-CUST-00799-0,CUST-00799,2026-02-08 00:00:00+00:00,2026-02-09 04:15:47.427756482+00:00,medium,bug,2.6
TICKET-CUST-00799-1,CUST-00799,2026-03-23 00:00:00+00:00,2026-03-24 06:28:00.681663351+00:00,low,general,3.3
TICKET-CUST-00800-0,CUST-00800,2026-03-30 00:00:00+00:00,2026-03-30 21:49:30.179041688+00:00,low,general,3.2
TICKET-CUST-00800-1,CUST-00800,2026-01-26 00:00:00+00:00,2026-01-27 08:44:15.597147958+00:00,low,billing,4.1
TICKET-CUST-00802-0,CUST-00802,2026-03-06 00:00:00+00:00,2026-03-07 02:05:36.392477426+00:00,low,billing,3.4
TICKET-CUST-00803-0,CUST-00803,2026-03-25 00:00:00+00:00,2026-03-26 20:30:12.269403314+00:00,medium,general,2.6
TICKET-CUST-00804-0,CUST-00804,2026-03-29 00:00:00+00:00,2026-03-31 01:51:51.647640790+00:00,low,training,2.3
TICKET-CUST-00804-1,CUST-00804,2026-03-21 00:00:00+00:00,2026-03-23 13:30:34.572927223+00:00,low,general,1.1
TICKET-CUST-00804-2,CUST-00804,2026-03-14 00:00:00+00:00,2026-03-16 12:32:32.304792292+00:00,high,bug,3.2
TICKET-CUST-00805-0,CUST-00805,2026-02-25 00:00:00+00:00,2026-02-26 08:43:48.274516659+00:00,low,general,3.5
TICKET-CUST-00805-1,CUST-00805,2026-02-04 00:00:00+00:00,2026-02-05 10:01:30.325976960+00:00,low,billing,3.9
TICKET-CUST-00806-0,CUST-00806,2026-01-23 00:00:00+00:00,2026-01-24 02:08:50.218510200+00:00,high,general,3.5
TICKET-CUST-00807-0,CUST-00807,2026-04-18 00:00:00+00:00,2026-04-19 17:31:21.643133197+00:00,medium,training,3.8
TICKET-CUST-00807-1,CUST-00807,2026-04-05 00:00:00+00:00,,medium,training,3.1
TICKET-CUST-00807-2,CUST-00807,2026-04-20 00:00:00+00:00,2026-04-22 07:16:11.107669414+00:00,low,bug,2.7
TICKET-CUST-00807-3,CUST-00807,2026-02-19 00:00:00+00:00,2026-02-20 08:05:55.256995085+00:00,low,bug,3.2
TICKET-CUST-00808-0,CUST-00808,2026-01-22 00:00:00+00:00,2026-01-23 20:01:58.327201965+00:00,low,bug,2.3
TICKET-CUST-00808-1,CUST-00808,2026-03-02 00:00:00+00:00,2026-03-03 21:08:23.103835322+00:00,low,billing,3.4
TICKET-CUST-00809-0,CUST-00809,2026-03-21 00:00:00+00:00,2026-03-22 02:13:08.996664390+00:00,medium,training,5.0
TICKET-CUST-00811-0,CUST-00811,2026-02-28 00:00:00+00:00,2026-03-01 13:26:58.402394646+00:00,low,bug,4.9
TICKET-CUST-00811-1,CUST-00811,2026-04-20 00:00:00+00:00,2026-04-21 16:11:26.560669006+00:00,high,general,3.2
TICKET-CUST-00814-0,CUST-00814,2026-02-26 00:00:00+00:00,2026-02-27 00:27:31.652503674+00:00,low,training,3.7
TICKET-CUST-00814-1,CUST-00814,2026-03-30 00:00:00+00:00,2026-03-31 04:09:06.982004048+00:00,medium,general,3.0
TICKET-CUST-00816-0,CUST-00816,2026-03-19 00:00:00+00:00,2026-03-19 17:59:25.298361815+00:00,low,training,3.5
TICKET-CUST-00817-0,CUST-00817,2026-04-18 00:00:00+00:00,2026-04-19 00:41:50.334716359+00:00,low,training,2.2
TICKET-CUST-00818-0,CUST-00818,2026-03-02 00:00:00+00:00,2026-03-03 04:20:06.493724338+00:00,high,general,4.1
TICKET-CUST-00818-1,CUST-00818,2026-03-27 00:00:00+00:00,2026-03-27 21:37:00.824611708+00:00,medium,billing,3.0
TICKET-CUST-00818-2,CUST-00818,2026-04-13 00:00:00+00:00,2026-04-13 20:19:58.461713385+00:00,low,training,1.5
TICKET-CUST-00819-0,CUST-00819,2026-01-27 00:00:00+00:00,2026-01-27 13:27:11.910742736+00:00,low,bug,2.2
TICKET-CUST-00819-1,CUST-00819,2026-04-07 00:00:00+00:00,2026-04-07 22:32:09.634427729+00:00,medium,billing,2.2
TICKET-CUST-00820-0,CUST-00820,2026-02-10 00:00:00+00:00,,low,bug,2.8
TICKET-CUST-00820-1,CUST-00820,2026-02-23 00:00:00+00:00,2026-02-24 03:33:34.458971837+00:00,low,training,3.3
TICKET-CUST-00820-2,CUST-00820,2026-04-03 00:00:00+00:00,2026-04-04 05:19:25.775380759+00:00,low,billing,3.1
TICKET-CUST-00820-3,CUST-00820,2026-03-06 00:00:00+00:00,2026-03-07 23:11:37.107374221+00:00,medium,billing,1.0
TICKET-CUST-00821-0,CUST-00821,2026-01-26 00:00:00+00:00,,high,bug,3.3
TICKET-CUST-00822-0,CUST-00822,2026-02-10 00:00:00+00:00,2026-02-11 16:54:27.554681289+00:00,high,bug,3.9
TICKET-CUST-00823-0,CUST-00823,2026-03-03 00:00:00+00:00,2026-03-03 18:39:33.450934516+00:00,low,bug,2.3
TICKET-CUST-00823-1,CUST-00823,2026-03-14 00:00:00+00:00,2026-03-15 11:34:17.082773408+00:00,low,bug,2.3
TICKET-CUST-00824-0,CUST-00824,2026-02-07 00:00:00+00:00,2026-02-08 07:34:07.165904319+00:00,high,training,4.0
TICKET-CUST-00824-1,CUST-00824,2026-01-29 00:00:00+00:00,2026-01-29 23:24:13.622244241+00:00,low,general,3.1
TICKET-CUST-00825-0,CUST-00825,2026-03-26 00:00:00+00:00,2026-03-26 21:41:36.033625463+00:00,low,bug,4.1
TICKET-CUST-00827-0,CUST-00827,2026-03-19 00:00:00+00:00,,medium,general,3.5
TICKET-CUST-00827-1,CUST-00827,2026-02-17 00:00:00+00:00,2026-02-18 07:46:47.468664745+00:00,low,training,3.2
TICKET-CUST-00827-2,CUST-00827,2026-03-12 00:00:00+00:00,2026-03-13 08:13:12.368894546+00:00,low,billing,1.2
TICKET-CUST-00827-3,CUST-00827,2026-02-27 00:00:00+00:00,2026-02-28 08:53:12.056552705+00:00,medium,billing,3.3
TICKET-CUST-00828-0,CUST-00828,2026-02-06 00:00:00+00:00,2026-02-07 17:38:24.056767385+00:00,low,bug,3.4
TICKET-CUST-00828-1,CUST-00828,2026-03-29 00:00:00+00:00,2026-03-29 17:44:27.396222392+00:00,low,general,5.0
TICKET-CUST-00830-0,CUST-00830,2026-03-29 00:00:00+00:00,2026-03-30 02:43:28.121780833+00:00,high,billing,2.6
TICKET-CUST-00831-0,CUST-00831,2026-04-05 00:00:00+00:00,2026-04-06 06:11:03.048864061+00:00,low,billing,4.4
TICKET-CUST-00832-0,CUST-00832,2026-02-21 00:00:00+00:00,2026-02-22 22:56:23.770886691+00:00,low,general,3.3
TICKET-CUST-00835-0,CUST-00835,2026-03-18 00:00:00+00:00,2026-03-18 22:53:57.601154655+00:00,medium,bug,4.2
TICKET-CUST-00837-0,CUST-00837,2026-03-15 00:00:00+00:00,2026-03-16 10:12:19.189399015+00:00,medium,training,2.8
TICKET-CUST-00837-1,CUST-00837,2026-02-01 00:00:00+00:00,2026-02-01 19:42:24.424902522+00:00,medium,bug,3.2
TICKET-CUST-00839-0,CUST-00839,2026-03-12 00:00:00+00:00,2026-03-13 14:41:13.055377245+00:00,medium,training,2.5
TICKET-CUST-00839-1,CUST-00839,2026-04-13 00:00:00+00:00,2026-04-14 15:47:36.444349004+00:00,medium,billing,4.8
TICKET-CUST-00841-0,CUST-00841,2026-03-07 00:00:00+00:00,2026-03-09 18:17:49.766384742+00:00,medium,bug,2.2
TICKET-CUST-00842-0,CUST-00842,2026-03-18 00:00:00+00:00,2026-03-19 04:55:12.341175555+00:00,medium,bug,3.4
TICKET-CUST-00843-0,CUST-00843,2026-02-01 00:00:00+00:00,2026-02-01 15:19:38.159374016+00:00,low,general,3.9
TICKET-CUST-00843-1,CUST-00843,2026-02-08 00:00:00+00:00,2026-02-08 18:39:48.835293391+00:00,medium,billing,3.3
TICKET-CUST-00844-0,CUST-00844,2026-04-14 00:00:00+00:00,2026-04-14 23:52:05.804048732+00:00,low,training,3.9
TICKET-CUST-00845-0,CUST-00845,2026-02-18 00:00:00+00:00,2026-02-19 01:42:38.437315854+00:00,medium,training,3.1
TICKET-CUST-00847-0,CUST-00847,2026-03-23 00:00:00+00:00,2026-03-24 01:18:54.912793366+00:00,low,billing,3.8
TICKET-CUST-00849-0,CUST-00849,2026-02-12 00:00:00+00:00,2026-02-13 06:24:38.984111880+00:00,low,general,5.0
TICKET-CUST-00850-0,CUST-00850,2026-04-14 00:00:00+00:00,2026-04-15 22:06:58.576822483+00:00,low,bug,2.1
TICKET-CUST-00850-1,CUST-00850,2026-04-09 00:00:00+00:00,,medium,bug,3.4
TICKET-CUST-00850-2,CUST-00850,2026-04-01 00:00:00+00:00,2026-04-03 00:11:33.192934185+00:00,medium,training,2.7
TICKET-CUST-00851-0,CUST-00851,2026-02-01 00:00:00+00:00,2026-02-01 05:34:31.229382637+00:00,medium,bug,4.3
TICKET-CUST-00852-0,CUST-00852,2026-01-27 00:00:00+00:00,2026-01-29 12:39:53.831447206+00:00,low,bug,4.2
TICKET-CUST-00852-1,CUST-00852,2026-02-01 00:00:00+00:00,2026-02-02 20:47:12.275705640+00:00,medium,bug,2.3
TICKET-CUST-00853-0,CUST-00853,2026-02-23 00:00:00+00:00,2026-02-23 17:48:40.945959077+00:00,low,billing,4.4
TICKET-CUST-00853-1,CUST-00853,2026-03-12 00:00:00+00:00,2026-03-13 10:57:55.010290875+00:00,low,training,3.3
TICKET-CUST-00854-0,CUST-00854,2026-03-31 00:00:00+00:00,2026-03-31 14:20:00.408244153+00:00,low,bug,3.7
TICKET-CUST-00854-1,CUST-00854,2026-03-12 00:00:00+00:00,2026-03-12 17:50:54.584810229+00:00,high,billing,2.3
TICKET-CUST-00855-0,CUST-00855,2026-02-28 00:00:00+00:00,2026-03-01 14:31:09.503978106+00:00,medium,general,3.5
TICKET-CUST-00855-1,CUST-00855,2026-04-03 00:00:00+00:00,2026-04-04 14:39:50.849902299+00:00,low,general,4.0
TICKET-CUST-00856-0,CUST-00856,2026-04-01 00:00:00+00:00,2026-04-02 09:35:04.860767218+00:00,medium,bug,4.6
TICKET-CUST-00856-1,CUST-00856,2026-03-17 00:00:00+00:00,2026-03-18 09:40:54.470393885+00:00,low,training,2.1
TICKET-CUST-00856-2,CUST-00856,2026-03-20 00:00:00+00:00,2026-03-22 06:26:14.241669666+00:00,low,general,3.5
TICKET-CUST-00858-0,CUST-00858,2026-03-24 00:00:00+00:00,2026-03-25 08:38:00.782226082+00:00,low,general,3.7
TICKET-CUST-00859-0,CUST-00859,2026-04-03 00:00:00+00:00,2026-04-05 04:24:51.468913004+00:00,high,training,2.9
TICKET-CUST-00860-0,CUST-00860,2026-02-13 00:00:00+00:00,2026-02-13 22:25:26.445607640+00:00,low,general,4.1
TICKET-CUST-00860-1,CUST-00860,2026-02-20 00:00:00+00:00,2026-02-21 04:51:55.585728153+00:00,high,general,2.8
TICKET-CUST-00860-2,CUST-00860,2026-04-11 00:00:00+00:00,2026-04-12 12:02:14.173577309+00:00,low,bug,4.3
TICKET-CUST-00862-0,CUST-00862,2026-03-03 00:00:00+00:00,2026-03-04 11:58:37.830863019+00:00,medium,general,2.2
TICKET-CUST-00866-0,CUST-00866,2026-02-28 00:00:00+00:00,2026-02-28 17:29:25.457915368+00:00,low,training,2.7
TICKET-CUST-00866-1,CUST-00866,2026-04-01 00:00:00+00:00,2026-04-02 10:33:37.897761311+00:00,low,general,3.8
TICKET-CUST-00867-0,CUST-00867,2026-03-22 00:00:00+00:00,2026-03-23 07:37:06.347255479+00:00,high,billing,4.4
TICKET-CUST-00868-0,CUST-00868,2026-03-28 00:00:00+00:00,2026-03-30 13:22:27.072992529+00:00,low,bug,2.2
TICKET-CUST-00868-1,CUST-00868,2026-02-04 00:00:00+00:00,2026-02-06 07:11:22.654144466+00:00,low,training,2.8
TICKET-CUST-00869-0,CUST-00869,2026-02-05 00:00:00+00:00,2026-02-05 23:41:52.295796781+00:00,medium,general,3.9
TICKET-CUST-00870-0,CUST-00870,2026-03-18 00:00:00+00:00,2026-03-19 02:19:00.364840652+00:00,high,bug,3.9
TICKET-CUST-00870-1,CUST-00870,2026-02-01 00:00:00+00:00,2026-02-02 16:14:38.437682384+00:00,medium,bug,2.8
TICKET-CUST-00871-0,CUST-00871,2026-03-31 00:00:00+00:00,2026-04-01 01:41:16.401427174+00:00,medium,training,4.7
TICKET-CUST-00871-1,CUST-00871,2026-04-12 00:00:00+00:00,2026-04-13 04:41:43.687111015+00:00,low,bug,3.9
TICKET-CUST-00874-0,CUST-00874,2026-02-03 00:00:00+00:00,2026-02-05 12:01:51.103860077+00:00,low,training,2.3
TICKET-CUST-00874-1,CUST-00874,2026-04-20 00:00:00+00:00,,low,bug,2.4
TICKET-CUST-00874-2,CUST-00874,2026-04-18 00:00:00+00:00,2026-04-20 09:25:41.824982985+00:00,high,training,2.6
TICKET-CUST-00874-3,CUST-00874,2026-02-03 00:00:00+00:00,2026-02-05 06:47:14.828762443+00:00,high,training,2.2
TICKET-CUST-00874-4,CUST-00874,2026-02-01 00:00:00+00:00,2026-02-03 11:41:49.660676918+00:00,medium,bug,1.3
TICKET-CUST-00875-0,CUST-00875,2026-03-30 00:00:00+00:00,2026-03-30 20:23:53.073140644+00:00,low,billing,3.6
TICKET-CUST-00877-0,CUST-00877,2026-02-23 00:00:00+00:00,2026-02-24 18:44:57.296083584+00:00,medium,general,2.9
TICKET-CUST-00880-0,CUST-00880,2026-04-15 00:00:00+00:00,2026-04-16 16:55:16.337595484+00:00,medium,bug,3.4
TICKET-CUST-00881-0,CUST-00881,2026-04-19 00:00:00+00:00,2026-04-19 22:07:45.246118114+00:00,low,billing,3.2
TICKET-CUST-00882-0,CUST-00882,2026-03-24 00:00:00+00:00,2026-03-25 07:39:17.370946968+00:00,low,billing,2.4
TICKET-CUST-00882-1,CUST-00882,2026-01-22 00:00:00+00:00,2026-01-23 07:16:18.263274727+00:00,high,training,3.1
TICKET-CUST-00882-2,CUST-00882,2026-03-06 00:00:00+00:00,2026-03-07 02:30:20.613969906+00:00,medium,general,3.5
TICKET-CUST-00882-3,CUST-00882,2026-03-25 00:00:00+00:00,2026-03-25 20:14:35.064032239+00:00,medium,bug,3.6
TICKET-CUST-00885-0,CUST-00885,2026-02-01 00:00:00+00:00,2026-02-01 15:08:41.095399416+00:00,medium,training,5.0
TICKET-CUST-00887-0,CUST-00887,2026-04-12 00:00:00+00:00,2026-04-13 13:46:00.653627525+00:00,low,general,4.4
TICKET-CUST-00888-0,CUST-00888,2026-03-29 00:00:00+00:00,,low,general,3.9
TICKET-CUST-00889-0,CUST-00889,2026-04-11 00:00:00+00:00,2026-04-11 13:46:33.760434366+00:00,high,bug,3.0
TICKET-CUST-00889-1,CUST-00889,2026-03-24 00:00:00+00:00,2026-03-25 02:09:17.885939418+00:00,low,bug,3.8
TICKET-CUST-00889-2,CUST-00889,2026-03-29 00:00:00+00:00,2026-03-30 12:02:41.981636522+00:00,low,training,3.4
TICKET-CUST-00889-3,CUST-00889,2026-01-30 00:00:00+00:00,2026-01-31 17:35:26.566033088+00:00,high,training,2.9
TICKET-CUST-00891-0,CUST-00891,2026-02-02 00:00:00+00:00,2026-02-02 20:26:56.293046115+00:00,medium,billing,2.0
TICKET-CUST-00893-0,CUST-00893,2026-03-12 00:00:00+00:00,2026-03-13 21:39:46.767875847+00:00,low,billing,3.3
TICKET-CUST-00893-1,CUST-00893,2026-03-11 00:00:00+00:00,2026-03-12 23:41:18.789556500+00:00,medium,bug,2.9
TICKET-CUST-00894-0,CUST-00894,2026-03-02 00:00:00+00:00,2026-03-03 03:14:05.754219347+00:00,medium,billing,3.2
TICKET-CUST-00896-0,CUST-00896,2026-03-29 00:00:00+00:00,2026-03-30 16:43:39.473746077+00:00,medium,training,4.5
TICKET-CUST-00896-1,CUST-00896,2026-03-05 00:00:00+00:00,2026-03-06 16:10:28.806191725+00:00,high,general,2.7
TICKET-CUST-00896-2,CUST-00896,2026-04-06 00:00:00+00:00,2026-04-07 17:40:21.177697853+00:00,medium,training,3.2
TICKET-CUST-00896-3,CUST-00896,2026-04-06 00:00:00+00:00,2026-04-07 21:11:14.451437202+00:00,high,bug,3.6
TICKET-CUST-00896-4,CUST-00896,2026-02-07 00:00:00+00:00,2026-02-08 18:50:13.342893156+00:00,high,general,4.4
TICKET-CUST-00896-5,CUST-00896,2026-03-22 00:00:00+00:00,2026-03-23 10:56:52.987905794+00:00,low,billing,3.1
TICKET-CUST-00898-0,CUST-00898,2026-01-27 00:00:00+00:00,2026-01-27 14:49:26.862802176+00:00,high,bug,5.0
TICKET-CUST-00898-1,CUST-00898,2026-04-08 00:00:00+00:00,2026-04-08 20:36:50.376278734+00:00,low,billing,3.0
TICKET-CUST-00899-0,CUST-00899,2026-03-24 00:00:00+00:00,2026-03-24 23:41:11.346306031+00:00,medium,bug,4.6
TICKET-CUST-00901-0,CUST-00901,2026-03-17 00:00:00+00:00,2026-03-18 05:04:07.335811225+00:00,low,bug,3.1
TICKET-CUST-00901-1,CUST-00901,2026-01-28 00:00:00+00:00,2026-01-29 09:21:14.960279018+00:00,low,billing,2.5
TICKET-CUST-00901-2,CUST-00901,2026-01-27 00:00:00+00:00,2026-01-27 18:37:46.982362412+00:00,medium,billing,3.5
TICKET-CUST-00903-0,CUST-00903,2026-04-20 00:00:00+00:00,2026-04-21 19:00:01.872854236+00:00,high,general,3.0
TICKET-CUST-00904-0,CUST-00904,2026-03-14 00:00:00+00:00,2026-03-15 08:51:18.249102778+00:00,low,general,3.1
TICKET-CUST-00904-1,CUST-00904,2026-03-27 00:00:00+00:00,2026-03-28 06:31:32.878339514+00:00,low,training,2.1
TICKET-CUST-00905-0,CUST-00905,2026-01-28 00:00:00+00:00,2026-01-29 20:26:25.013430034+00:00,medium,training,2.9
TICKET-CUST-00905-1,CUST-00905,2026-02-19 00:00:00+00:00,2026-02-20 10:17:44.843682349+00:00,high,general,3.2
TICKET-CUST-00906-0,CUST-00906,2026-04-11 00:00:00+00:00,2026-04-13 01:56:00.016111642+00:00,high,bug,3.0
TICKET-CUST-00906-1,CUST-00906,2026-04-05 00:00:00+00:00,,low,billing,3.7
TICKET-CUST-00910-0,CUST-00910,2026-03-27 00:00:00+00:00,2026-03-28 13:17:33.800902272+00:00,low,billing,3.9
TICKET-CUST-00911-0,CUST-00911,2026-04-19 00:00:00+00:00,2026-04-20 08:37:29.514198259+00:00,medium,general,2.6
TICKET-CUST-00911-1,CUST-00911,2026-03-15 00:00:00+00:00,2026-03-16 15:04:57.801992623+00:00,medium,bug,3.1
TICKET-CUST-00912-0,CUST-00912,2026-03-14 00:00:00+00:00,,medium,billing,3.9
TICKET-CUST-00912-1,CUST-00912,2026-04-07 00:00:00+00:00,2026-04-07 21:00:55.744071851+00:00,low,training,3.3
TICKET-CUST-00912-2,CUST-00912,2026-03-27 00:00:00+00:00,2026-03-27 15:51:52.578324708+00:00,medium,bug,3.1
TICKET-CUST-00913-0,CUST-00913,2026-01-23 00:00:00+00:00,2026-01-24 03:53:42.780795446+00:00,low,billing,3.8
TICKET-CUST-00914-0,CUST-00914,2026-02-06 00:00:00+00:00,,medium,training,1.0
TICKET-CUST-00914-1,CUST-00914,2026-04-16 00:00:00+00:00,,medium,billing,2.6
TICKET-CUST-00915-0,CUST-00915,2026-03-03 00:00:00+00:00,,low,training,2.5
TICKET-CUST-00916-0,CUST-00916,2026-04-15 00:00:00+00:00,2026-04-15 22:13:57.317139289+00:00,medium,training,3.9
TICKET-CUST-00916-1,CUST-00916,2026-02-14 00:00:00+00:00,2026-02-15 10:50:01.082679603+00:00,medium,training,4.4
TICKET-CUST-00917-0,CUST-00917,2026-02-18 00:00:00+00:00,2026-02-19 04:38:12.539157146+00:00,medium,general,3.2
TICKET-CUST-00917-1,CUST-00917,2026-02-17 00:00:00+00:00,2026-02-17 12:36:01.317314446+00:00,high,billing,4.6
TICKET-CUST-00917-2,CUST-00917,2026-02-21 00:00:00+00:00,2026-02-21 14:52:40.374415771+00:00,low,billing,3.4
TICKET-CUST-00917-3,CUST-00917,2026-04-18 00:00:00+00:00,2026-04-19 08:20:24.357676166+00:00,low,billing,3.3
TICKET-CUST-00918-0,CUST-00918,2026-02-10 00:00:00+00:00,2026-02-11 05:19:28.896662914+00:00,low,training,3.8
TICKET-CUST-00918-1,CUST-00918,2026-04-03 00:00:00+00:00,2026-04-04 03:55:00.171218887+00:00,high,general,3.2
TICKET-CUST-00921-0,CUST-00921,2026-03-09 00:00:00+00:00,2026-03-10 10:42:11.294226207+00:00,low,billing,2.8
TICKET-CUST-00925-0,CUST-00925,2026-02-01 00:00:00+00:00,2026-02-02 05:44:04.986879190+00:00,medium,bug,3.8
TICKET-CUST-00925-1,CUST-00925,2026-03-10 00:00:00+00:00,2026-03-11 01:59:52.903875952+00:00,low,bug,4.3
TICKET-CUST-00925-2,CUST-00925,2026-02-20 00:00:00+00:00,,low,bug,2.5
TICKET-CUST-00926-0,CUST-00926,2026-01-28 00:00:00+00:00,2026-01-29 02:13:35.931670953+00:00,medium,bug,3.8
TICKET-CUST-00927-0,CUST-00927,2026-02-08 00:00:00+00:00,2026-02-09 16:21:16.402620147+00:00,low,training,2.4
TICKET-CUST-00927-1,CUST-00927,2026-03-31 00:00:00+00:00,2026-04-02 08:35:16.592968990+00:00,low,billing,4.2
TICKET-CUST-00927-2,CUST-00927,2026-03-14 00:00:00+00:00,2026-03-16 04:18:41.881634406+00:00,low,training,2.5
TICKET-CUST-00927-3,CUST-00927,2026-03-30 00:00:00+00:00,2026-04-01 04:56:18.645788411+00:00,medium,bug,2.5
TICKET-CUST-00928-0,CUST-00928,2026-01-31 00:00:00+00:00,2026-02-01 07:43:03.110837568+00:00,medium,bug,3.3
TICKET-CUST-00928-1,CUST-00928,2026-03-16 00:00:00+00:00,,medium,billing,3.6
TICKET-CUST-00929-0,CUST-00929,2026-03-30 00:00:00+00:00,2026-03-31 01:40:34.320533959+00:00,medium,bug,2.5
